job_role,company_name,company_type,knowledge,skills,knowledge_cleaned,skills_cleaned,combined_features
Junior Cloud Engineering Consultant,CGI,GSI,"Cloud computing technologies, Linux operating systems, cloud security configurations and protocols, IT security practices (encryption, certificates, key management), containers and containerization, networking concepts, cloud platforms (AWS, Azure, Google Cloud), DevOps practices and tools (GitLab, Jenkins, Kubernetes).","Troubleshooting complex cloud system issues, implementing cloud security protocols, system patch upgrades and maintenance, problem-solving and analytical skills, collaboration and communication in team environments, cloud infrastructure management, automation and orchestration with DevOps tools.",cloud computing technologies linux operating systems cloud security configurations protocols security practices encryption certificates key management containers containerization networking concepts cloud platforms aws azure google cloud devops practices tools gitlab jenkins kubernetes,troubleshooting complex cloud system issues implementing cloud security protocols system patch upgrades maintenance problemsolving analytical skills collaboration communication team environments cloud infrastructure management automation orchestration devops tools,Junior Cloud Engineering Consultant GSI cloud computing technologies linux operating systems cloud security configurations protocols security practices encryption certificates key management containers containerization networking concepts cloud platforms aws azure google cloud devops practices tools gitlab jenkins kubernetes troubleshooting complex cloud system issues implementing cloud security protocols system patch upgrades maintenance problemsolving analytical skills collaboration communication team environments cloud infrastructure management automation orchestration devops tools
Lead I - DevOps Engineering,UST Global,GSI,"Strong knowledge in AWS or Azure, Identity Access Management in AWS, EC2 services, Linux OS, GitOps, Linux administration, Azure, GCP, SRE and support tasks in Kubernetes container platform, cloud platforms like AWS, Azure, or GCP.","Kubernetes cluster, CKAD, Python scripting, AWS.",strong knowledge aws azure identity access management aws ec2 services linux os gitops linux administration azure gcp sre support tasks kubernetes container platform cloud platforms like aws azure gcp,kubernetes cluster ckad python scripting aws,Lead I - DevOps Engineering GSI strong knowledge aws azure identity access management aws ec2 services linux os gitops linux administration azure gcp sre support tasks kubernetes container platform cloud platforms like aws azure gcp kubernetes cluster ckad python scripting aws
Lead I - Cloud Infrastructure Services,UST Global,GSI,"Networking skills with experience in Data Platform, GitHub, Bicep templates, strong knowledge in networking, experience with implementing monitoring, skills on services like EventHub, Azure Data Factory, Redis Cache, PostgreSQL, optional Azure Data Bricks (EDH hosting), Azure Data Lake Storage (ADLS), Azure Networking.","Infrastructure security, GitHub, Azure Cloud.",networking skills experience data platform github bicep templates strong knowledge networking experience implementing monitoring skills services like eventhub azure data factory redis cache postgresql optional azure data bricks edh hosting azure data lake storage adls azure networking,infrastructure security github azure cloud,Lead I - Cloud Infrastructure Services GSI networking skills experience data platform github bicep templates strong knowledge networking experience implementing monitoring skills services like eventhub azure data factory redis cache postgresql optional azure data bricks edh hosting azure data lake storage adls azure networking infrastructure security github azure cloud
Sr Engineer-Cloud & Infra Engg,Birlasoft,GSI,"Handling tickets for onsite support, responding to client support requests, troubleshooting hardware and software issues, installing and maintaining hardware and computer peripherals, upgrading operating systems and computer software, troubleshooting networking and connection issues, advising on software or hardware upgrades, providing basic training in computer operation and management, incident management, change management, problem management, working knowledge and support of SAP, Microsoft software & hardware, networking, knowledge of AD, DNS, DHCP, cloud backup.","Incident management, change management, problem management, hardware/software troubleshooting, network troubleshooting, cloud backup management, SAP, Microsoft, and networking skills.",handling tickets onsite support responding client support requests troubleshooting hardware software issues installing maintaining hardware computer peripherals upgrading operating systems computer software troubleshooting networking connection issues advising software hardware upgrades providing basic training computer operation management incident management change management problem management working knowledge support sap microsoft software hardware networking knowledge ad dns dhcp cloud backup,incident management change management problem management hardwaresoftware troubleshooting network troubleshooting cloud backup management sap microsoft networking skills,Sr Engineer-Cloud & Infra Engg GSI handling tickets onsite support responding client support requests troubleshooting hardware software issues installing maintaining hardware computer peripherals upgrading operating systems computer software troubleshooting networking connection issues advising software hardware upgrades providing basic training computer operation management incident management change management problem management working knowledge support sap microsoft software hardware networking knowledge ad dns dhcp cloud backup incident management change management problem management hardwaresoftware troubleshooting network troubleshooting cloud backup management sap microsoft networking skills
Project Lead-Cloud & Infra Engg,Birlasoft,GSI,"Network Access Control (NAC) solutions, Cisco Identity Services Engine (ISE), network re-IP activities, Cisco switch configuration and management, secure network architecture design, network troubleshooting, network configuration documentation, project management, staggered schedule work in US Central Time","Implementing and managing NAC solutions, performing network re-IP activities, configuring and managing Cisco switches, troubleshooting network issues, collaborating on secure network designs, documenting network configurations and procedures, providing project updates and reports, working in a staggered schedule for US Central Time coverage.",network access control nac solutions cisco identity services engine ise network reip activities cisco switch configuration management secure network architecture design network troubleshooting network configuration documentation project management staggered schedule work us central time,implementing managing nac solutions performing network reip activities configuring managing cisco switches troubleshooting network issues collaborating secure network designs documenting network configurations procedures providing project updates reports working staggered schedule us central time coverage,Project Lead-Cloud & Infra Engg GSI network access control nac solutions cisco identity services engine ise network reip activities cisco switch configuration management secure network architecture design network troubleshooting network configuration documentation project management staggered schedule work us central time implementing managing nac solutions performing network reip activities configuring managing cisco switches troubleshooting network issues collaborating secure network designs documenting network configurations procedures providing project updates reports working staggered schedule us central time coverage
Sr. Associate- Infrastructure,Sutherland Global Services,Service,"NetApp Storage platform, ONTAP OS, NFS, CIFS, FC, iSCSI, SnapMirror, OnCommand, Networking, troubleshooting methodologies, lab environment setup, technical training, knowledge base creation.","Remote technical support, issue resolution, problem reproduction, collaboration, escalation management, knowledge sharing, technical communication, customer service, lab task completion.",netapp storage platform ontap os nfs cifs fc iscsi snapmirror oncommand networking troubleshooting methodologies lab environment setup technical training knowledge base creation,remote technical support issue resolution problem reproduction collaboration escalation management knowledge sharing technical communication customer service lab task completion,Sr. Associate- Infrastructure Service netapp storage platform ontap os nfs cifs fc iscsi snapmirror oncommand networking troubleshooting methodologies lab environment setup technical training knowledge base creation remote technical support issue resolution problem reproduction collaboration escalation management knowledge sharing technical communication customer service lab task completion
Technical Leader Software,SLK Global Solutions,Service,"SDLC (Software Development Life Cycle), engineering concepts (design and programming), design concepts, programming languages, development process, MS Office tools (Word, Excel, PowerPoint, Visio).","Design tools, programming tools, development tools, technical writing, documentation, process management, software design, coding, debugging, using MS Office suite for documentation and presentations.",sdlc software development life cycle engineering concepts design programming design concepts programming languages development process ms office tools word excel powerpoint visio,design tools programming tools development tools technical writing documentation process management software design coding debugging using ms office suite documentation presentations,Technical Leader Software Service sdlc software development life cycle engineering concepts design programming design concepts programming languages development process ms office tools word excel powerpoint visio design tools programming tools development tools technical writing documentation process management software design coding debugging using ms office suite documentation presentations
Cloud Engineer,Mindtree,Service,"GCP Architecture, GCP Infrastructure services and APIs, core GCP services (Compute Engine, Cloud Storage, BigQuery, VPC, Cloud Functions, Pub/Sub), GCP networking (VPC design, subnets, firewalls, load balancing, hybrid connectivity, Cloud DNS), IAM roles and permissions, GCP storage and data management, Cloud monitoring, logging, and trace services.","Terraform or other IaC tools, cloud solution architecture design, monitoring and alert configuration, scripting and automation (Python, Go), custom event management, cloud service management, GCP service integration, networking design and configuration, permissions management.",gcp architecture gcp infrastructure services apis core gcp services compute engine cloud storage bigquery vpc cloud functions pubsub gcp networking vpc design subnets firewalls load balancing hybrid connectivity cloud dns iam roles permissions gcp storage data management cloud monitoring logging trace services,terraform iac tools cloud solution architecture design monitoring alert configuration scripting automation python go custom event management cloud service management gcp service integration networking design configuration permissions management,Cloud Engineer Service gcp architecture gcp infrastructure services apis core gcp services compute engine cloud storage bigquery vpc cloud functions pubsub gcp networking vpc design subnets firewalls load balancing hybrid connectivity cloud dns iam roles permissions gcp storage data management cloud monitoring logging trace services terraform iac tools cloud solution architecture design monitoring alert configuration scripting automation python go custom event management cloud service management gcp service integration networking design configuration permissions management
Technical Support Engineer,Mindtree,Service,"Cloud computing fundamentals, Microsoft Azure Platform and architecture, commerce platform concepts (Order to Cash operations, billing, invoicing, credit card transactions), cloud vs. on-premise computing.","Customer interaction and communication, issue resolution, handling sensitive customer situations, troubleshooting, cross-team collaboration, logical and critical thinking, effective written and spoken English, technical aptitude, passion for technology and customer support, understanding of billing and commerce systems processes.",cloud computing fundamentals microsoft azure platform architecture commerce platform concepts order cash operations billing invoicing credit card transactions cloud vs onpremise computing,customer interaction communication issue resolution handling sensitive customer situations troubleshooting crossteam collaboration logical critical thinking effective written spoken english technical aptitude passion technology customer support understanding billing commerce systems processes,Technical Support Engineer Service cloud computing fundamentals microsoft azure platform architecture commerce platform concepts order cash operations billing invoicing credit card transactions cloud vs onpremise computing customer interaction communication issue resolution handling sensitive customer situations troubleshooting crossteam collaboration logical critical thinking effective written spoken english technical aptitude passion technology customer support understanding billing commerce systems processes
Senior Cloud Engineer - Alibaba,Aspire Systems,Service,"Cloud computing concepts and best practices, Alibaba Cloud services, AWS, Kubernetes, containers, CI/CD, cloud configuration tools.","Scripting (Python, Shell), cloud service implementation, Kubernetes management, container orchestration, monitoring, effective communication, hands-on experience with cloud configuration and automation tools.",cloud computing concepts best practices alibaba cloud services aws kubernetes containers cicd cloud configuration tools,scripting python shell cloud service implementation kubernetes management container orchestration monitoring effective communication handson experience cloud configuration automation tools,Senior Cloud Engineer - Alibaba Service cloud computing concepts best practices alibaba cloud services aws kubernetes containers cicd cloud configuration tools scripting python shell cloud service implementation kubernetes management container orchestration monitoring effective communication handson experience cloud configuration automation tools
DevOps Track Sr.Engineer,Hexaware Digital Services,Service,"SRE, DevOps, Infrastructure engineering, cloud environments (AWS, GCP), Infrastructure as Code (Terraform, CloudFormation), containerization and orchestration (Docker, Kubernetes, EKS), system design in cloud environments (AWS, GCP, Azure), SQL (PostgreSQL), NoSQL databases, compliance (HIPAA, PHI, PII, FedRAMP, SOC II, SOX).","Infrastructure automation, container orchestration, software engineering (programming, scripting, configuration languages), incident management and response, CI/CD tools (GitHub Actions, Spacelift), managed Kubernetes in secure production environments, cloud-based system design, compliance management, cloud service management.",sre devops infrastructure engineering cloud environments aws gcp infrastructure code terraform cloudformation containerization orchestration docker kubernetes eks system design cloud environments aws gcp azure sql postgresql nosql databases compliance hipaa phi pii fedramp soc ii sox,infrastructure automation container orchestration software engineering programming scripting configuration languages incident management response cicd tools github actions spacelift managed kubernetes secure production environments cloudbased system design compliance management cloud service management,DevOps Track Sr.Engineer Service sre devops infrastructure engineering cloud environments aws gcp infrastructure code terraform cloudformation containerization orchestration docker kubernetes eks system design cloud environments aws gcp azure sql postgresql nosql databases compliance hipaa phi pii fedramp soc ii sox infrastructure automation container orchestration software engineering programming scripting configuration languages incident management response cicd tools github actions spacelift managed kubernetes secure production environments cloudbased system design compliance management cloud service management
NETWORK ENGINEER,Allied Digital Services,Service,"Firewall and network configuration, network basics, OS basics, network topologies, LAN/WAN concepts, CCNP-level networking, heterogeneous network management, switch/router configuration and troubleshooting.","Network monitoring and management, hands-on experience with fieldwork and troubleshooting, configuring network devices (switches, routers), network design, LAN/WAN management, CCNP-level expertise, active network configuration and support.",firewall network configuration network basics os basics network topologies lanwan concepts ccnplevel networking heterogeneous network management switchrouter configuration troubleshooting,network monitoring management handson experience fieldwork troubleshooting configuring network devices switches routers network design lanwan management ccnplevel expertise active network configuration support,NETWORK ENGINEER Service firewall network configuration network basics os basics network topologies lanwan concepts ccnplevel networking heterogeneous network management switchrouter configuration troubleshooting network monitoring management handson experience fieldwork troubleshooting configuring network devices switches routers network design lanwan management ccnplevel expertise active network configuration support
TECHNICAL SUPPORT ENGINEER,Allied Digital Services,Service,"Desktop and laptop hardware, OS installations, basic troubleshooting, application installation, hardware break/fix, networking fundamentals.","Hardware support and repair, OS installation and configuration, application installation, basic network troubleshooting, customer support and handling, hardware diagnostics and resolution.",desktop laptop hardware os installations basic troubleshooting application installation hardware breakfix networking fundamentals,hardware support repair os installation configuration application installation basic network troubleshooting customer support handling hardware diagnostics resolution,TECHNICAL SUPPORT ENGINEER Service desktop laptop hardware os installations basic troubleshooting application installation hardware breakfix networking fundamentals hardware support repair os installation configuration application installation basic network troubleshooting customer support handling hardware diagnostics resolution
Technical Support Specialist,Ikigai Labs,Service,"Technical software development, SAAS software architecture (AWS, Azure, API, Python, databases, data integration), helpdesk software and ticketing systems (e.g., Zendesk).","Independent work in fast-paced environments, task prioritization, written and verbal communication, customer support, technical troubleshooting, familiarity with software tools, handling support tickets, excellent English language skills.",technical software development saas software architecture aws azure api python databases data integration helpdesk software ticketing systems eg zendesk,independent work fastpaced environments task prioritization written verbal communication customer support technical troubleshooting familiarity software tools handling support tickets excellent english language skills,Technical Support Specialist Service technical software development saas software architecture aws azure api python databases data integration helpdesk software ticketing systems eg zendesk independent work fastpaced environments task prioritization written verbal communication customer support technical troubleshooting familiarity software tools handling support tickets excellent english language skills
Cloud Engineer: WordPress & Angular,Niveus,Service,"WordPress, PHP, HTML, CSS, JavaScript, Angular 2+ and its ecosystem, front-end build tools (Webpack, Grunt, Gulp), web standards, cross-browser compatibility, computer science fundamentals.","WordPress and Angular development, problem-solving, web development, front-end build and optimization, independent work and teamwork, communication, troubleshooting, software development best practices.",wordpress php html css javascript angular 2 ecosystem frontend build tools webpack grunt gulp web standards crossbrowser compatibility computer science fundamentals,wordpress angular development problemsolving web development frontend build optimization independent work teamwork communication troubleshooting software development best practices,Cloud Engineer: WordPress & Angular Service wordpress php html css javascript angular 2 ecosystem frontend build tools webpack grunt gulp web standards crossbrowser compatibility computer science fundamentals wordpress angular development problemsolving web development frontend build optimization independent work teamwork communication troubleshooting software development best practices
Cloud Specialist - Spring Boot,Niveus,Service,"Software development (backend and API), Spring Boot, Java, Kotlin, REST API design and implementation, automated unit testing, microservices architecture, cloud-native technologies (AWS, Azure, GCP).","Backend development, API development, microservices, automated testing, problem-solving, collaboration, attention to detail, cloud technology integration, communication, adapting to new technologies (Kotlin).",software development backend api spring boot java kotlin rest api design implementation automated unit testing microservices architecture cloudnative technologies aws azure gcp,backend development api development microservices automated testing problemsolving collaboration attention detail cloud technology integration communication adapting new technologies kotlin,Cloud Specialist - Spring Boot Service software development backend api spring boot java kotlin rest api design implementation automated unit testing microservices architecture cloudnative technologies aws azure gcp backend development api development microservices automated testing problemsolving collaboration attention detail cloud technology integration communication adapting new technologies kotlin
Technical Support Specialist,Infinite Computer Solutions,Service,"Desktop and infrastructure support, Microsoft admin (MECM, Active Directory, Group Policy, DNS), Windows OS architecture and design, Intune administration, Windows 10, Windows Server (2012, 2016, 2019) platforms, troubleshooting and debugging.","MECM upgrades and deployments, OS design, Intune configuration, complex issue resolution, independent work, teamwork, strong troubleshooting skills, communication, self-starting and proactive problem-solving.",desktop infrastructure support microsoft admin mecm active directory group policy dns windows os architecture design intune administration windows 10 windows server 2012 2016 2019 platforms troubleshooting debugging,mecm upgrades deployments os design intune configuration complex issue resolution independent work teamwork strong troubleshooting skills communication selfstarting proactive problemsolving,Technical Support Specialist Service desktop infrastructure support microsoft admin mecm active directory group policy dns windows os architecture design intune administration windows 10 windows server 2012 2016 2019 platforms troubleshooting debugging mecm upgrades deployments os design intune configuration complex issue resolution independent work teamwork strong troubleshooting skills communication selfstarting proactive problemsolving
Lead Cloud Network Engineer,Visa,GCC,"Hybrid cloud (AWS, Azure, GCP), Infrastructure as Code (IaC), network architecture, cloud networking (public, private, hybrid), GCP and Azure enterprise solutions, open-source IaC tools (Terraform, Terragrunt, Ansible, Python, Chef, Puppet, Salt), networking best practices and security, cloud architecture and engineering, public cloud services (network, compute, storage, IAM, security).","IaC development and deployment, cloud networking, hybrid cloud deployments, network design and automation, container technologies (Docker, Kubernetes, OpenShift), enterprise cloud solutions, multi-cloud environments, Terraform and automation frameworks, networking tooling, firewall/VPN configuration, excellent communication and presentation, teamwork, cross-functional collaboration, advanced cloud certifications (AWS, Azure).",hybrid cloud aws azure gcp infrastructure code iac network architecture cloud networking public private hybrid gcp azure enterprise solutions opensource iac tools terraform terragrunt ansible python chef puppet salt networking best practices security cloud architecture engineering public cloud services network compute storage iam security,iac development deployment cloud networking hybrid cloud deployments network design automation container technologies docker kubernetes openshift enterprise cloud solutions multicloud environments terraform automation frameworks networking tooling firewallvpn configuration excellent communication presentation teamwork crossfunctional collaboration advanced cloud certifications aws azure,Lead Cloud Network Engineer GCC hybrid cloud aws azure gcp infrastructure code iac network architecture cloud networking public private hybrid gcp azure enterprise solutions opensource iac tools terraform terragrunt ansible python chef puppet salt networking best practices security cloud architecture engineering public cloud services network compute storage iam security iac development deployment cloud networking hybrid cloud deployments network design automation container technologies docker kubernetes openshift enterprise cloud solutions multicloud environments terraform automation frameworks networking tooling firewallvpn configuration excellent communication presentation teamwork crossfunctional collaboration advanced cloud certifications aws azure
Systems Analyst(Experience in ORMB platform and Revenue Operations),Visa,GCC,"Systems/accounting/finance, system implementations, business requirements analysis, internal controls, Oracle Revenue Management & Billing (ORMB), Oracle Customer Care & Billing (CC&B), enterprise revenue software (Oracle BRM, SAP, Amdocs), data analysis, Excel, Access, agile methodology, Systems Development Life Cycle (SDLC), payment industry, transaction-based billing, Visa transaction processing systems.","Requirements gathering and documentation (user stories), business process analysis, project management, multi-project coordination, data validation and QA, user acceptance testing, problem-solving, testing proficiency, communication (written and verbal), learning complex systems quickly, meeting deadlines, proficiency in Excel/Access, understanding of billing systems and payment processing.",systemsaccountingfinance system implementations business requirements analysis internal controls oracle revenue management billing ormb oracle customer care billing ccb enterprise revenue software oracle brm sap amdocs data analysis excel access agile methodology systems development life cycle sdlc payment industry transactionbased billing visa transaction processing systems,requirements gathering documentation user stories business process analysis project management multiproject coordination data validation qa user acceptance testing problemsolving testing proficiency communication written verbal learning complex systems quickly meeting deadlines proficiency excelaccess understanding billing systems payment processing,Systems Analyst(Experience in ORMB platform and Revenue Operations) GCC systemsaccountingfinance system implementations business requirements analysis internal controls oracle revenue management billing ormb oracle customer care billing ccb enterprise revenue software oracle brm sap amdocs data analysis excel access agile methodology systems development life cycle sdlc payment industry transactionbased billing visa transaction processing systems requirements gathering documentation user stories business process analysis project management multiproject coordination data validation qa user acceptance testing problemsolving testing proficiency communication written verbal learning complex systems quickly meeting deadlines proficiency excelaccess understanding billing systems payment processing
Architect - Cloud foundation and infrastructure,PepsiCo,GCC,"Azure & AWS infrastructure engineering, cloud automation, CI/CD, Azure DevOps, Terraform, ARM, private and public cloud, Azure networking and platform services (VMs, DNS, Load Balancer, AKS, SQL DB, etc.), security policies (NSG, ASG, RBAC), high availability (HA) and disaster recovery (DR) solutions, Windows and Linux OS platforms, infrastructure architecture, ISV products (Palo Alto, F5).","Cloud automation (Azure DevOps, Terraform, Ansible, PowerShell), network design and management (ExpressRoute, Virtual Network, BGP, Palo Alto), cloud security implementation, automated deployment, infrastructure solution planning and implementation, Azure security (NSG, role-based access), hands-on experience with Windows and Linux environments, HA/DR strategies, infrastructure architecture design, automated policy management for Azure/AWS.",azure aws infrastructure engineering cloud automation cicd azure devops terraform arm private public cloud azure networking platform services vms dns load balancer aks sql db etc security policies nsg asg rbac high availability ha disaster recovery dr solutions windows linux os platforms infrastructure architecture isv products palo alto f5,cloud automation azure devops terraform ansible powershell network design management expressroute virtual network bgp palo alto cloud security implementation automated deployment infrastructure solution planning implementation azure security nsg rolebased access handson experience windows linux environments hadr strategies infrastructure architecture design automated policy management azureaws,Architect - Cloud foundation and infrastructure GCC azure aws infrastructure engineering cloud automation cicd azure devops terraform arm private public cloud azure networking platform services vms dns load balancer aks sql db etc security policies nsg asg rbac high availability ha disaster recovery dr solutions windows linux os platforms infrastructure architecture isv products palo alto f5 cloud automation azure devops terraform ansible powershell network design management expressroute virtual network bgp palo alto cloud security implementation automated deployment infrastructure solution planning implementation azure security nsg rolebased access handson experience windows linux environments hadr strategies infrastructure architecture design automated policy management azureaws
Architect- Cloud Delivery,PepsiCo,GCC,"Cloud technologies (Azure, AWS), cloud architectures and best practices, data and AI platforms, cloud security principles, compliance requirements in multi-cloud environments, DevOps practices, infrastructure as code (ARM templates, CloudFormation, Terraform), networking concepts in cloud environments, hybrid cloud architectures, containerization technologies (Docker, Kubernetes).","Cloud platform expertise (Azure, AWS), cross-team collaboration, cloud security implementation, DevOps tooling (Azure DevOps, AWS tools), scripting (PowerShell, Bash, Python), cloud infrastructure management, hybrid cloud design, containerization deployment, cloud certifications (Azure Solutions Architect, AWS Certified Solutions Architect).",cloud technologies azure aws cloud architectures best practices data ai platforms cloud security principles compliance requirements multicloud environments devops practices infrastructure code arm templates cloudformation terraform networking concepts cloud environments hybrid cloud architectures containerization technologies docker kubernetes,cloud platform expertise azure aws crossteam collaboration cloud security implementation devops tooling azure devops aws tools scripting powershell bash python cloud infrastructure management hybrid cloud design containerization deployment cloud certifications azure solutions architect aws certified solutions architect,Architect- Cloud Delivery GCC cloud technologies azure aws cloud architectures best practices data ai platforms cloud security principles compliance requirements multicloud environments devops practices infrastructure code arm templates cloudformation terraform networking concepts cloud environments hybrid cloud architectures containerization technologies docker kubernetes cloud platform expertise azure aws crossteam collaboration cloud security implementation devops tooling azure devops aws tools scripting powershell bash python cloud infrastructure management hybrid cloud design containerization deployment cloud certifications azure solutions architect aws certified solutions architect
Support Engineer,Ericsson,GCC,"4G & 5G Packet Core (MME, AMF, SMF, PCC, EPG, Packet Gateway, SAPC, CCPC, 5G Policy Controller), troubleshooting and log analysis for Packet Core nodes, cloud core applications (CCSM, CCDM, CCRC), OpenStack, Kubernetes, IP Routing, IMS, 3GPP standards for 5G Packet Core.","Packet Core support and troubleshooting, log analysis, technical support in complex environments, cloud core application exposure, customer issue resolution, expertise in cloud technologies (OpenStack, Kubernetes), 3GPP standards, experience with Ericsson systems, support function experience, technical communication and problem-solving.",4g 5g packet core mme amf smf pcc epg packet gateway sapc ccpc 5g policy controller troubleshooting log analysis packet core nodes cloud core applications ccsm ccdm ccrc openstack kubernetes ip routing ims 3gpp standards 5g packet core,packet core support troubleshooting log analysis technical support complex environments cloud core application exposure customer issue resolution expertise cloud technologies openstack kubernetes 3gpp standards experience ericsson systems support function experience technical communication problemsolving,Support Engineer GCC 4g 5g packet core mme amf smf pcc epg packet gateway sapc ccpc 5g policy controller troubleshooting log analysis packet core nodes cloud core applications ccsm ccdm ccrc openstack kubernetes ip routing ims 3gpp standards 5g packet core packet core support troubleshooting log analysis technical support complex environments cloud core application exposure customer issue resolution expertise cloud technologies openstack kubernetes 3gpp standards experience ericsson systems support function experience technical communication problemsolving
DDI Administrator,Ericsson,GCC,"Linux server administration (RHEL, CentOS, Solaris), DNS and DHCP services (BIND, dnsdist, Anycast, Infoblox, ISC DHCP), IP Address Management (IPAM), cloud platform integration (AWS, Azure, GCP), networking technologies (TCP/IP, VLANs, VPNs, firewalls), DNS/DHCP security best practices, DDI service integration, automation tools (Ansible, Terraform).","Server maintenance and performance management, DNS/DHCP configuration and troubleshooting, IPAM integration, scripting for automation (Python, Bash, PowerShell), network security practices, cloud service integration, automation with tools like Ansible and Terraform, network management, certification in networking (CCNA, Network+, Infoblox Certified).",linux server administration rhel centos solaris dns dhcp services bind dnsdist anycast infoblox isc dhcp ip address management ipam cloud platform integration aws azure gcp networking technologies tcpip vlans vpns firewalls dnsdhcp security best practices ddi service integration automation tools ansible terraform,server maintenance performance management dnsdhcp configuration troubleshooting ipam integration scripting automation python bash powershell network security practices cloud service integration automation tools like ansible terraform network management certification networking ccna network infoblox certified,DDI Administrator GCC linux server administration rhel centos solaris dns dhcp services bind dnsdist anycast infoblox isc dhcp ip address management ipam cloud platform integration aws azure gcp networking technologies tcpip vlans vpns firewalls dnsdhcp security best practices ddi service integration automation tools ansible terraform server maintenance performance management dnsdhcp configuration troubleshooting ipam integration scripting automation python bash powershell network security practices cloud service integration automation tools like ansible terraform network management certification networking ccna network infoblox certified
Senior Cloud Infrastructure Engineer,Tech Mahindra,GSI,"GCP infrastructure automation (Terraform), GCP DataStream, GCP data engineering services (BigQuery, Dataflow, Pub/Sub, Cloud Storage), Azure DevOps for CI/CD, GCP networking (IAM, VPCs, firewalls), security best practices, on-prem databases (Oracle, DB2).","Cloud infrastructure automation (Terraform modules), real-time data replication (CDC, DataStream), CI/CD pipeline management (Azure DevOps), networking and security configuration (GCP), scripting for automation and troubleshooting (Bash, Python), hands-on experience with GCP data services and on-prem database integration.",gcp infrastructure automation terraform gcp datastream gcp data engineering services bigquery dataflow pubsub cloud storage azure devops cicd gcp networking iam vpcs firewalls security best practices onprem databases oracle db2,cloud infrastructure automation terraform modules realtime data replication cdc datastream cicd pipeline management azure devops networking security configuration gcp scripting automation troubleshooting bash python handson experience gcp data services onprem database integration,Senior Cloud Infrastructure Engineer GSI gcp infrastructure automation terraform gcp datastream gcp data engineering services bigquery dataflow pubsub cloud storage azure devops cicd gcp networking iam vpcs firewalls security best practices onprem databases oracle db2 cloud infrastructure automation terraform modules realtime data replication cdc datastream cicd pipeline management azure devops networking security configuration gcp scripting automation troubleshooting bash python handson experience gcp data services onprem database integration
Network Manager with Cisco ISE,Tech Mahindra,GSI,"Network operations in large environments (>500 devices), Cisco systems (routers, switches), OSPF, BGP, EIGRP, STP/VTP, IOS-XE, TCP/IP, OSI 7 layers, packet capture analysis (Wireshark), Cisco wireless, ISE, SDA, SDWAN, network management tools, network performance systems, enterprise ticketing systems, policy implementation (TACACS, authentication/authorization), telecommunication network experience.","Advanced network troubleshooting, route manipulation and protocol troubleshooting (OSPF, BGP, EIGRP), switching and voice packet flow analysis, packet capture analysis, network management, wireless networking, network policy enforcement (ISE, TACACS), ticketing system usage, working with network management systems, SDWAN, SDA, and enterprise-level network support.",network operations large environments 500 devices cisco systems routers switches ospf bgp eigrp stpvtp iosxe tcpip osi 7 layers packet capture analysis wireshark cisco wireless ise sda sdwan network management tools network performance systems enterprise ticketing systems policy implementation tacacs authenticationauthorization telecommunication network experience,advanced network troubleshooting route manipulation protocol troubleshooting ospf bgp eigrp switching voice packet flow analysis packet capture analysis network management wireless networking network policy enforcement ise tacacs ticketing system usage working network management systems sdwan sda enterpriselevel network support,Network Manager with Cisco ISE GSI network operations large environments 500 devices cisco systems routers switches ospf bgp eigrp stpvtp iosxe tcpip osi 7 layers packet capture analysis wireshark cisco wireless ise sda sdwan network management tools network performance systems enterprise ticketing systems policy implementation tacacs authenticationauthorization telecommunication network experience advanced network troubleshooting route manipulation protocol troubleshooting ospf bgp eigrp switching voice packet flow analysis packet capture analysis network management wireless networking network policy enforcement ise tacacs ticketing system usage working network management systems sdwan sda enterpriselevel network support
Cloud Engineer,Zensar Technologies,GSI,"Cloud architecture design (AWS), best practices for cloud solutions, AWS services (CloudFormation, Terraform, AWS CDK, CloudWatch, CloudTrail, Lambda), AWS landing zone design, infrastructure as code, cloud monitoring and logging solutions.","Designing scalable, secure, and cost-effective cloud architectures, deploying and managing applications on AWS, automation using AWS tools (CloudFormation, Terraform, CDK), implementing monitoring and logging solutions (CloudWatch, CloudTrail), automating tasks with AWS Lambda, infrastructure deployment automation.",cloud architecture design aws best practices cloud solutions aws services cloudformation terraform aws cdk cloudwatch cloudtrail lambda aws landing zone design infrastructure code cloud monitoring logging solutions,designing scalable secure costeffective cloud architectures deploying managing applications aws automation using aws tools cloudformation terraform cdk implementing monitoring logging solutions cloudwatch cloudtrail automating tasks aws lambda infrastructure deployment automation,Cloud Engineer GSI cloud architecture design aws best practices cloud solutions aws services cloudformation terraform aws cdk cloudwatch cloudtrail lambda aws landing zone design infrastructure code cloud monitoring logging solutions designing scalable secure costeffective cloud architectures deploying managing applications aws automation using aws tools cloudformation terraform cdk implementing monitoring logging solutions cloudwatch cloudtrail automating tasks aws lambda infrastructure deployment automation
