job_role,company_name,company_type,knowledge,skills
"Sr. Manager, Data Science",Visa,GCC,"Deep learning, Machine learning, Data mining, Statistical analysis, Modeling techniques (logistic regression, Na�ve Bayes, SVM, decision trees, neural networks), MLOps, Stream computing, Algorithms, Data structures, Data visualization, Business intelligence tools (Tableau, Power BI), Product development, Engineering processes.","Python, SQL, Analytical problem-solving, Data analytics, Communication (verbal & written), Presentation of complex ideas, Team collaboration, Product delivery, Time management, Interpersonal skills, Work ethics, Data-driven decision-making, Metrics evaluation, Cross-functional teamwork."
Analyst - Privacy & Data Protection,Infosys,GSI,"Coding, Software development, Security engineering, Security testing, Data privacy, General Data Protection Regulation (GDPR), Certified Information Privacy Technologist (CIPT), Certified Information Privacy Professional (CIPP), DSCI Certified Privacy Lead Assessor, Data privacy laws and regulations.","Software development, Security testing, Privacy consulting, Data privacy expertise, GDPR compliance, Privacy assessment, Regulatory knowledge, Cross-functional collaboration, Communication (verbal & written), Problem-solving."
Data Specialist - (Infosys Knowledge Institute),Infosys,GSI,"Emerging technologies (AI, data, cloud, APIs, cyber), Thought leadership, Design thinking, Agile principles, Startup culture, Project-based environments, Primary and secondary research, Data analytics, Market trends, Storytelling.","Communication (written & oral), Content creation, Report writing, Presentation skills, Entrepreneurial mindset, Self-motivation, Research expertise, Analytical thinking, Problem-solving, Idea generation, Stakeholder engagement."
Mongo/Postgres/DB2 Database Administrators,Infosys,GSI,"Big Data, NoSQL, MongoDB, DB2 on Mainframe, Database administration, PostgreSQL, DB2 administration, NoSQL database management.","MongoDB administration, DB2 administration (Mainframe), PostgreSQL administration, Database performance optimization, Data management, Troubleshooting, Data security, Database design, Database configuration, System integration."
Data Engineer,Tech Mahindra,GSI,"GCP services (BigQuery, Dataflow, Data Composer), Data engineering, Data warehousing, ETL processes, Real-time data processing, Streaming analytics, Data manipulation and analysis, Data pipelines.","SQL, Python, PySpark, Dataflow implementation, BigQuery management, Data Composer usage, Real-time analytics, Problem-solving, Attention to detail, Data processing, Data integration."
Data Engineer,Tech Mahindra,GSI,"Object-oriented programming, Python, Scala, Data architecture, Semi-structured data (JSON, XML), SQL, Relational databases, Azure Databricks, ADLS, Big data tools (Hadoop, Spark), Stream processing, NoSQL databases, Postgres, Azure cloud services (ADF, Key Vaults, Log Analytics), Stream-processing systems (Spark-Streaming).","Python programming, PySpark, SQL query authoring, Data manipulation (Pandas, NumPy, SciPy), Shell scripting, Linux commands, Data pipeline design, Big data tool implementation, Data integration, Message queuing, Stream processing, Cloud service usage, Data analytics, Problem-solving, Data processing, Scalability."
Junior Data Analyst,Cognizant,GSI,"Clinical Data Management, Clinical BPO, Data validation, Quality control processes, Regulatory requirements, Industry standards, Clinical trial processes, Documentation, Data management systems, Software tools in clinical data, Continuous learning.","MS Excel (data analysis and reporting), Attention to detail, Accuracy in data handling, Organizational skills, Time management, Communication (verbal & written), Collaboration, Problem-solving, Process improvement, Independent work, Teamwork, Professional development."
Data Analyst - Sr. Executive,Cognizant,GSI,"Program management, Project delivery, Cross-functional team management, Stakeholder management, Experience design, Project risk management, Hybrid work model, Critical thinking, Continuous improvement.","Proficiency in PowerBI, MS PowerPoint, MS Excel (including Macros), Organizational skills, Time management, Communication (verbal & written), Interpersonal skills, Problem-solving, Attention to detail, Quality focus, Adaptability, Independent work, Team collaboration, Professional development."
Senior Process Executive-Data,Cognizant,GSI,"Medical coding, Provider processes, Coding audits, Industry compliance standards, Process improvements, Key performance indicators (KPIs), Medical coding standards and regulations.","MS Excel (data analysis and management), Attention to detail, Accuracy in coding, Communication (verbal & written), Training and mentoring, Report generation, Problem-solving, Process optimization, Time management, Night shift work, Documentation management, Compliance monitoring."
Data Analyst,Capgemini,GSI,"Data analysis, Large data management, Data-driven decision-making, Tier-1 company operations, Industry standards in data analysis, Data processing techniques, Data visualization.","Data analysis, Problem-solving, Experience with large datasets, Reporting and presentation, Communication (verbal & written), Collaboration with cross-functional teams, Understanding of enterprise-scale data systems, Proficiency with data analytics tools, Stakeholder management."
Data Engineer,Capgemini,GSI,"Ab Initio, Agile (Software Development Framework), Apache Hadoop, AWS services (Airflow, Athena, Code Pipeline, EFS, EMR, Redshift, S3), Azure services (ADLS Gen2, Data Factory, Databricks, Event Hub, Stream Analytics, Sunapse), GCP services (Big Table, BigQuery, Cloud Storage, DataFlow, DataProc), Bitbucket, Change Management, Data architecture, Data governance, Data modeling (Dimensional, Data Vault, FSLDM, IBM FSDM), Database schema design, DevOps, Data format analysis, Data validation, Performance tuning, Industry-standard data modeling (Kimball, Inmon methodology), Netezza, NewSQL, Oracle Exadata, Snowflake, Teradata, Vendor management.","Collaboration, Continuous Integration and Continuous Delivery (CI/CD), Decision-making, Influence, Stakeholder management, Project management, Negotiation, Data modeling expertise (Dimensional, Data Vault, etc.), SQL, R, Python, PySpark, Scala, Shell scripting, Git, Jenkins, Informatica IICS, IBM DataStage, Kimball methodology, SPARK (including code optimization), Data processing (HQL, Greenplum, Netezza), Platform update management, Time management, Data-driven problem-solving, RDD optimization, Data pipeline design, Performance tuning, Software development, Data analytics, Cloud services proficiency."
Principal Data Scientist,Capgemini,GSI,"Data science, AI/ML model development and deployment, Machine learning, Deep learning, Natural language processing (NLP), Statistical analysis, Data visualization, Deep learning frameworks (TensorFlow, PyTorch, Keras), Cloud platforms (GCP, Azure), AI/ML services on cloud platforms.","Model deployment, AI/ML model optimization, Cloud computing (GCP, Azure), Data visualization tools, Communication (verbal & written), Collaboration with cross-functional teams, Stakeholder engagement, Problem-solving, Teamwork, Analytical thinking."
Data Analyst,Deloitte,GSI,"Data analysis, Anomaly detection, SQL, PySpark, Agile project management, Solution development, Documentation, End-to-end development and deployment process, Stakeholder management.","Analytical thinking, Problem-solving, SQL expertise, PySpark proficiency, Data validation and testing, Agile methodology, Solution design, Meticulous documentation, Stakeholder engagement, Project management, Adaptability, Cross-functional collaboration."
Digital Analytics - Senior Analyst,Deloitte,GSI,"HTML5, JavaScript, CSS, Web diagnostic tools (Fiddler 2, Charles Proxy, Firebug), Online marketing analytics, Reporting, User feedback analysis, REST APIs, API data connectors, Tag Manager.","Web development, Debugging, Data integration, Analytics, Reporting tools, API usage, Marketing data analysis, Problem-solving, Tag Manager certification, Communication, Attention to detail."
Data Analyst -GESTC-Senior Consultant-Hyderabad,Deloitte,GSI,"SQL query optimization, Data governance and ethics, Data quality management, Informatica tools (MDM, e360, IDQ, AXON/EDC/CDGC), Global mobility datasets, Data modeling, Feature implementation, Product-level metrics, Domain knowledge (GA suite data model), Multi-tasking in dynamic environments, Analytical problem-solving.","Complex SQL query execution, Data analysis, Trend identification, Project management, Multi-tasking, Time management, Self-learning, Communication (written & verbal), MS Excel (advanced), MS PowerPoint, Stakeholder interaction, Attention to detail, Deliverable execution."
Industry X - Aero Engineering - Data Analyst,Accenture,GSI,"Frontend development (JavaScript, CSS, HTML, TypeScript), React, SQL, Data visualization, Dashboard development, User interface design, Text classification, Data mining techniques, Python, PySpark, Aircraft manufacturing, Analytical thinking, Customer focus, Objective-oriented approach.","Frontend coding (JavaScript, TypeScript, HTML, CSS), React development, SQL proficiency, Data visualization, Dashboard design, Data analysis, Text classification, Problem-solving, Communication (verbal & written), Customer engagement, Attention to detail, Adaptability."
Data Engineer,Accenture,GSI,"Data engineering, AWS Glue, PySpark, Mainframe modernization, Statistical analysis, Machine learning algorithms (linear regression, logistic regression, decision trees, clustering), Data visualization (Tableau, Power BI), Data munging techniques (cleaning, transformation, normalization), Data quality and integrity.","Data processing (AWS Glue, PySpark), Machine learning implementation, Data visualization, Data analysis, Data cleaning, Data transformation, Problem-solving, Statistical modeling, Data integrity management, Algorithm implementation, Analytical thinking."
S&C Global Network - AI - Hi Tech - Data Science Asso. Manager,Accenture,GSI,"Data science, GenAI solutions, AI model development, Channel analytics, Marketing & customer experience analytics, Supply chain analytics, Predictive maintenance, Production optimization, Connected products, Python programming, NLP, Computer Vision, PLM/ERP/CRM systems integration, Cloud platforms (Azure, GCP, AWS), LLM (Large Language Models), ChatGPT, Llama 2, Claude 2, Hugging Face, Prompt engineering, Prompt tuning.","AI model development, Python programming (NLP, Computer Vision), Cloud platform expertise (Azure, GCP, AWS), Data analytics, Integration with enterprise systems (PLM, ERP, CRM), Prompt engineering and tuning, Leadership and team management, Problem-solving, Communication, AI solution deployment."
Risk Consulting - Digital Risk - Staff- Data Analyst,Ernst & Young (EY),GSI,"Python, SQL, Power BI, MS Power Platform (Power Apps, Power Automate), Data structures, Complex data models, Data governance, ETL processes, Alteryx, Relational databases, Cloud technologies (Microsoft Azure), Debugging.","Python programming, SQL query writing, Data modeling, Data governance implementation, ETL development, Power BI dashboarding, Power Platform tools (Power Apps, Power Automate), Alteryx proficiency, Problem-solving, Debugging complex systems, Cloud computing (Azure)."
Senior Consultant - Forensics,Ernst & Young (EY),GSI,"Computer science, Artificial Intelligence, Machine Learning, Image processing, NLP, Big data technologies, Big data ecosystems (HDFS, Hive, Spark), Machine learning frameworks (TensorFlow, PyTorch), Computer vision libraries (OpenCV), OCR technologies, MLOps, AI Ops, Cloud-based big data services, Data warehousing, SQL-based query engines (Hive, Presto), Containerization (Docker), Orchestration (Kubernetes), Microservices architecture, CI/CD tools (Jenkins, GitLab CI), Infrastructure as code (Terraform, Ansible), Data privacy regulations.","Python, Java, Scala programming, Machine learning implementation, Image processing techniques, NLP, Data modeling, Cloud computing (AWS, GCP, Azure), SQL query writing, Data warehousing solutions, Containerization, Microservices, CI/CD pipeline management, Infrastructure automation, Data privacy compliance, Problem-solving, Analytical skills."
EY - GDS Consulting - AI - DATA - AWS DBX - Senior,Ernst & Young (EY),GSI,"Engineering, Computer Science, Data Science, Software development, Data engineering, ETL, Analytics reporting, Data system integrations, Dimensional data modeling, Cloud platforms (AWS, Kubernetes), Distributed data technologies (PySpark), Relational SQL databases, DevOps, Continuous integration, AWS services (Lambda, S3, DMS, Step Functions, Event Bridge, CloudWatch, RDS), Databricks, IICS/DMS, GitHub, Database architecture, Code deployment automation, Data architecture, Data pipeline optimization, Troubleshooting.","Python, SQL, PySpark programming, Data pipeline development, Cloud deployment (AWS), ETL pipeline optimization, DevOps practices, GitHub version control, Event Bridge configuration, Database management, Data modeling, Data system integrations, Continuous integration and delivery, Organizational skills, Project management, Communication, Collaboration with cross-functional teams, Problem-solving, Technical troubleshooting."
"Campaign Developer(AJO, ACC, AEP)",LTI mindtree,Service,"Technology integrations with Marketing technologies (AJO, ACC, AEP), Adobe Campaign tool, Cross-channel marketing campaigns (Push Notifications, In-App deliveries), SQL development, Scripting/programming (JavaScript), Campaign implementation and management, Traditional technology applications, Technical concept articulation.","AJO platform experience, SQL query development, JavaScript programming, Cross-channel marketing campaign delivery, Adobe Campaign proficiency, Marketing technology integration, Technical communication, Problem-solving, Ability to learn new technologies, Project management, Stakeholder collaboration."
AWS Data Engineer,Birlasoft,GSI,"AWS Data Services, Kafka, SPLUNK, Glue, PySpark, EMR, Lambda, DynamoDB, OpenSearch, Data pipeline design and development, Data storage design (DynamoDB, OpenSearch), AWS services configuration, Data Lake integration, Reporting, AI, and Machine Learning data platforms, Technical Specification Design, Technology pros and cons evaluation, Domain industry and business environment understanding.","AWS architecture and solution design, Kafka and Splunk integration, PySpark development, Data pipeline development (Glue, EMR), Data lake integration, Data storage design, Client-facing communication, Technical specification writing, Problem-solving, Analytical thinking, Stakeholder collaboration, Industry knowledge, Reporting and ML solution design."
Data Analyst,CGI,GSI,"Data analysis, SQLite, Salesforce Integration, Salesforce Sales Cloud.","Data analysis techniques, SQLite database management, Salesforce integration methods, Salesforce Sales Cloud functionality and configuration."
Azure Data Engineer,Aspire Systems,Service,"Data lakes, Lakehouse, Synapse Analytics, Databricks, T-SQL, SQL Server, Synapse DB, Data Warehouse, ETL, ELT, Data catalogs, Metadata, DWH, MPP systems, OLTP, OLAP, Azure Data Fabric, MS Purview, MDM tools, CI/CD data pipelines, Data security, Source Control Management (TFS/Git/SVN), JSON, Parquet, CSV, structured and unstructured data.","Azure Data Engineering, Data lake and lakehouse design, Synapse and Databricks development, ETL/ELT pipeline development, Python, PySpark, Spark SQL, Data security implementation, CI/CD for data pipelines, Working with large data volumes, Data modeling and architecture, Metadata management, Azure Data Factory (ADF), Data pipeline orchestration, Source control management, Communication and teamwork, Problem-solving in data engineering, Experience with non-functional requirements."
Business Analyst (Data Management),Aspire Systems,Service,"Data management, data analysis, data mapping, business rules, data cleansing, SQL, data governance, data validation, data transformation, data quality management, data modeling, regulatory compliance, documentation and communication, relational databases (Oracle, SQL Server, PostgreSQL), data lineage, process workflows, data governance policies, and standards.","Advanced data analysis techniques, SQL proficiency (querying, manipulating, and analyzing large datasets), data cleansing strategies, defining business rules, stakeholder collaboration, documentation creation (data dictionaries, lineage diagrams, process workflows), cross-functional teamwork, data governance implementation, problem-solving, process optimization, and continuous learning."
Junior Data Analyst,Ramco Systems,Service,"Machine learning model development, TensorFlow, PyTorch, statistical concepts, exploratory data analysis (EDA), data preprocessing, Python programming for data manipulation, transformation, and visualization, containerization (Docker, Kubernetes), Transformers models, data cleaning and transformation for model training.","Strong proficiency in machine learning frameworks (TensorFlow, PyTorch), data preprocessing and transformation, Python programming, problem-solving, data analysis, and visualization, excellent communication skills, ability to explain complex technical concepts to non-technical audiences, and exposure to advanced technologies like Transformers and containerization."
Business Analyst,Ramco Systems,Service,"HCM products, multi-country payroll, statutory regulations, client handling, payroll products, technology learning, compliance documentation, project management, communication, requirement gathering, and product development.","Strong communication and client handling, quick learner, documentation and project management, ability to interpret regulatory requirements, collaboration with teams, reviewing product changes, validating test results, resolving customer queries, working with cross-functional teams, and providing timely feedback."
Engineer,SLK Global Solutions,Service,"SDLC understanding, Engineering concepts (design and programming), Programming languages and associated tools, Development process and associated tools, MS Office skills (Word, Excel, PowerPoint, Visio).","Customer interaction, Status reporting, Unit testing, Code development and implementation, Adherence to coding standards, Task management, Compliance with company policies, Integration testing, Defect resolution, Peer code reviews, Code reusability, Team collaboration, Learning and knowledge enhancement."
Consultant,SLK Global Solutions,Service,"Data integration and ETL processes, SSIS (SQL Server Integration Services), SQL Server databases, Data warehousing concepts, Industry trends and best practices for ETL development.","SSIS package development and maintenance, Data extraction, transformation, and loading (ETL), Performance optimization for ETL processes, Troubleshooting and issue resolution, Documentation of ETL processes, Collaboration with business analysts and data engineers, SQL and T-SQL proficiency, Communication, Problem-solving."
Data Scientist,DXC Technology,GSI,"Data science fundamentals, language processing tasks, model performance improvement, cloud services (preferably AWS), serverless architectures, AI solution deployment, machine learning model integration, AI controllability (privacy, bias, fairness, transparency), legal and ethical guidelines in AI, Agile/Scrum methodologies, insurance domain knowledge.","Proficiency in Python, JavaScript, NLP libraries (scikit-learn, NumPy, NLTK, SpaCy), NLP tasks (text processing, sentiment analysis, NER, intent classification), experience with GPT, BERT, LangChain, OpenAI�s APIs, Vector databases, and Prompt design techniques, hands-on experience with ML frameworks (TensorFlow, PyTorch, Transformers), creating APIs for model integration, RESTful API development, DevOps principles, JIRA for Agile development, continuous learning and staying updated on AI/ML best practices."
Lead Data Scientist/SME,DXC Technology,GSI,"Cloud platforms (Azure, AWS, GCP), emerging technological trends, PoV creation, operationalization of ML solutions, ML Ops frameworks, data ingestion and integration, AI and data engagement lifecycle, industry-specific AI solutions, technical storytelling.","Proficiency in Python, Spark, Scala, Java, Open Source Libraries (Scikit-learn, SparkNLP, Spacy), ML solution implementation on cloud platforms (Azure, AWS, Databricks), communication of complex algorithms, ML Ops for scalability, data visualization, end-to-end AI/ML project handling, storytelling for diverse audiences across multiple industries."
Azure Data Engineer,DXC Technology,GSI,"Azure technologies (ADF, SQL, ADB, Synapse, Delta Tables, Unity Catalog), data profiling, cataloging, mapping, business process mapping for analytics solutions, technical design for data flows, POCs and pilot solutions preparation.","Hands-on experience with Python, PySpark, Spark SQL, Azure Analytics, DevOps, complex SQL query writing, data profiling, cataloguing, and mapping, building and designing technical data flows, business process mapping for data and analytics, proof of concept development."
DATA ARCHITECT,Coforge,GSI,"Data architecture principles, data modeling, OLAP structures, data governance, ETL processes, data mining, cloud platforms (AWS, Azure, Google Cloud), data security regulations (GDPR, HIPAA), Big Data technologies (Hadoop, Spark, Kafka), data flows, and solution design.","Advanced SQL/PL SQL, DBT, Snowflake, Power BI, Data Cataloguing and Classification, Data Ingestion, Data Analysis, Technical Documentation, Agile and Waterfall methodologies, problem-solving, analytical skills, and experience with business requirements gathering and translating them into technical solutions."
Data Scientist,Ericsson,GCC,"Industry experience, academic training in Statistics, knowledge of machine learning, statistics, optimization, or related fields, understanding of cloud services, exposure to Generative AI and Large Language Models.","Ability to analyze data, communicate outcomes to stakeholders, explore new data sources, excellent coding skills in Python, R, SQL, ability to develop large-scale products, business understanding, curiosity about new technology and software engineering."
Data Scientist,Ericsson,GCC,"Experience in data science and machine learning roles, preferably within telecommunications or related industries, solid understanding of machine learning techniques and algorithms, familiarity with cloud platforms, preferably GCP.","Proven experience in model development, evaluation, and deployment, strong programming skills in Python and SQL, familiarity with Docker, Kubernetes, and PySpark, excellent problem-solving skills, ability to work independently and as part of a team, strong communication and presentation skills, ability to explain complex analytical concepts to non-technical stakeholders."
"SENIOR, DATA ANALYST",Walmart Global Tech,GCC,"Understanding and application of statistical concepts to solve business problems, advanced statistical modeling skills, experience with BI tools, ETL, data processing, and big data on GCP and Azure.","Managing and mentoring team members, leading analytical and operational excellence projects, enabling data-driven decisions to maximize customer experience and business impact, proficiency in SQL, No-SQL languages, R, Python, experience gathering data from Cassandra, Kafka, Splunk, handling multi-million records of data, troubleshooting and fixing data issues, data visualization in BI tools like Tableau, PowerBI."
Data Analytics & Reporting Specialist - Associate - Software Engineering,Morgan Stanley,GCC,"Expert knowledge of Snowflake data warehousing principles, architecture, and optimization, data modeling, normalization, and denormalization in large-scale environments, strong knowledge of DAX and Power Query in Power BI, business acumen for interpreting requirements into technical specifications.","Proficiency in Power BI for building reports, data visualizations, and dashboards, ability to perform complex SQL queries for data extraction, transformation, and analysis, proficiency in scripting languages such as Python or R for data manipulation and analysis, strong problem-solving skills, excellent communication and interpersonal skills, attention to detail, proactive task management, ability to work independently and in collaborative teams."
Data Science,UST Global,GSI,"Understanding of semiconductor process engineering, yield analysis, and process transfer from development to production, familiarity with descriptive statistical analysis techniques (Univariate/Multivariate) and machine learning techniques, knowledge of imaging systems and physics for complex parts, fundamental knowledge of Digital Image Processing, conceptual and practical expertise in using data analytics to solve issues in semiconductor fabs.","Experience in improving efficiency and quality in semiconductor processes, troubleshooting tool issues in semiconductor fabs, proficiency in scripting languages such as R, Python, Shell scripts, and JMP, ability to cleanse and analyze large volumes of data, strong analytical and problem-solving skills."
Associate -Technical Specialist (Internal Audit),Morgan Stanley,GCC,"Technical knowledge of data models and database design, experience in Internal Audit within banking and capital markets, understanding of data protection and data sensitivity rules and best practices, familiarity with audit analytics in professional services or banking and capital markets firms.","Ability to communicate clearly and adapt messages to different audiences, ability to identify patterns and anomalies in data, commitment to practicing inclusive behaviors, willingness to solicit and provide feedback, extensive experience in developing dashboards in Tableau and QlikView, proficiency in SQL, Python, and creating complex queries for data extraction and analysis, ability to translate complex technical data concepts into business context, certifications like Tableau CISA, CISSP, Python (a plus), experience working with global teams."
Data Analyst,Zensar Technologies,GSI,"Familiarity with case management systems, understanding of Windows-based applications, including MS Excel functions and features.","Computer literacy, proficiency in MS Excel (V-lookup, Pivot tables, formulas), ability to effectively navigate multiple systems simultaneously to accomplish tasks, experience with email, chat, and other software applications."
QA Engineer - Associate -Software Engineering,Morgan Stanley,GCC,"Understanding of quality methodology and testing practices, tools, and metrics, knowledge of Java, TestNG, Selenium WebDriver, Cucumber, REST Assured or equivalent API automation frameworks, familiarity with Agile methodologies, above-average knowledge of Structured Query Language (SQL), understanding of business case evaluation for enterprise improvement initiatives.","Ability to write test scripts from user requirements, execute scripts, and communicate results, ability to design basic Excel spreadsheets and Word documents, highly self-motivated, excellent analytical and problem-solving abilities, excellent verbal and written English communication skills, logical aptitude to understand system interactions, excellent teamwork and collaboration skills, ability to follow project schedules and manage changing deadlines, ability to juggle tasks and priorities, familiarity with Agile methodologies."
Data Scientist and GenAI Consultant,SAP Labs,GCC,"Relevant experience in AI/ML/Generative AI, understanding of Generative AI concepts and implementations, knowledge of Generative AI technology platforms and tools (e.g., Langchain, LlamaIndex), understanding of Knowledge Graphs, familiarity with cloud computing and cloud-native technologies (e.g., Docker, Kubernetes), knowledge of SAP products and solutions (e.g., S4/HANA, SAP BTP, SuccessFactors, Ariba).","Experience implementing scalable AI/ML solutions, expertise in Generative AI and prompt engineering, hands-on experience with vector databases and advanced RAG, proficiency in ML technologies and libraries (e.g., Scikit-learn, Pytorch, TensorFlow), proficiency in Python (OOP), strong practical experience in NLP technology and applying it in business contexts, experience in developing and productizing scalable AI solutions, strong data exploration, cleansing, transformation, and feature engineering skills, experience in MLOps/LLMOps on cloud platforms, familiarity with code management tools like Git and GitHub, strong communication skills with the ability to engage with customers, ability to bring forth and execute new ideas, strong inclination to learn and experiment with new Generative AI concepts and technologies."
Data Analyst-Engineering,Barclays,GCC,"Experience in marketing analytics, risk analytics, or other quantitative/analytics fields, understanding of data design principles (primary keys, star schemas, slowly changing dimensions), good understanding of financial services business and profitability (P&L structure), knowledge of AWS Cloud Analytics Services, familiarity with formal change control processes (e.g., Jira, Confluence), understanding of coding best practices.","Experience in the banking, payments, cards, or related financial services industry, proficiency in RedShift for analytics, ability to write and execute efficient queries in SAS, SQL, and Python for data extraction and analysis, good senior stakeholder management and presentation skills, ability to develop new solutions and drive business insights, experience with Impala SQL, SAS macros, and SAS certification, experience in writing and executing complex data analysis queries, and familiarity with cloud-based analytics platforms."
Tech Lead - Data Engineering,Quess Corp,Service,"Understanding of data engineering principles, including designing and implementing data pipelines, ETL processes, and data warehousing solutions, familiarity with Azure Data Factory, Data Lake, Azure Synapse, Databricks, and building data models/data marts for Power BI, knowledge of Big Data ecosystems, understanding of relational and NoSQL databases, experience with data extraction using third-party APIs.","Proven experience in data engineering and end-to-end ETL/ELT processes, strong hands-on experience in Python/Pyspark for data manipulation and analysis, proficiency with libraries like Pandas, Numpy, Matplotlib, Modin, Dask, and Scikit-learn, ability to process large disconnected datasets (e.g., MariaDB, Mongo, Elasticsearch), excellent problem-solving and analytical skills, ability to translate complex business requirements into technical solutions, proficiency in working with relational and NoSQL databases."
